Hashtags,Video ID,create_time,username,region,video_description,Description Sentiments,like_count,comment_count,share_count,view_count,Comments,Comments_sentiments,Ukrainian_comments,Ukrainian_comments_sentiments,
#russianinvasion,7133212687646854405,2024-02-12,@tosha.lenko,Ukraine,Day 173 of russias 3 day of invasion #славаукраїні #зсу 🇺🇦⚔️,Inclined towards Ukraine,83800,703,997,,1. i know that map. hit Goshen for some snacks 2. Bro is in interchange 3. Bros playing metro exudes 4. damn Streets of Tarkov looks dope 5. also car battery spawns on that shelf 6. Tarkov graphics have gotten pretty good. 7. the Ukrainians will be teaching us about urban conflicts,"1) Neutral Sentiment
2) Neutral Sentiment
3) Neutral Sentiment
4) Inclined towards Russia
5) Neutral Sentiment
6) Inclined towards Russia
7) Inclined towards Ukraine",,,
#UkraineWillWin,7204222449951591723,2023-2-25,@larysako,Ukraine,#ukrainewillwin #supportukraine #helpukraine #nato #leadership #united24 #zelensky #slavaukraine #🇺🇦🇺🇦🇺🇦💙💛,Inclined towards Ukraine,712,875,101,,1. ukrain is not in Nato. nato is giving him billions. let Europe take care of this 2.  They have had so much money they can buy an army 3.  ppl are sick of the hand outs 4.  let nato support them 5.  is that a threat? 6. I am staying the course. Slava Ukraine 🇺🇦💛💙🇺🇦💛💙🇺🇦💛💙🇺🇦💛💙I guess the word ceasefire doesn’t exist in Russian or Ukrainian 7.  Still with Ukraine. All the way to victory,"1) Inclined towards Ukraine
2) Inclined towards Russia
3) Inclined towards Peace
4) Inclined towards Ukraine
5) Unrelated/Cannot infer sentiment towards war
6) Inclined towards Ukraine
7) Inclined towards Ukraine",,,
#UkraineWillWin,7321363062290697514,2024-1-7,@callsign_alaska,Ukraine,"The battle for Hostomel Airport was the first ground battle of the Russian invasion after its commencement in February 2002. Beginning early on 24 February, the battle itself only lasted around 36 hours. A Russian air assault was attempted against the airfield, with its mission being to seize the Hostomel airport, creating an airhead for the subsequent air-landing of a larger Russian force of infantry and light armour.
The location of the airfield, approximately 20 kilometres to the northwest of Kyiv, was key. Russia aimed to use the capture of the airfield as a springboard to ‘march on Kyiv’, hopefully overthrow the government, and as a minimum, pressure Ukraine into political accommodations.
A Ukrainian National Guard unit - the 4th Rapid Reaction Brigade - had around 200 troops based in close proximity to the airfield. With very short warning of the Russian air assault, the commander of the troops was able to deploy his soldiers to shoot down Russian helicopters and ensure that the Russians were unable to use their preferred landing zone for their air assault troops. Supported by Ukrainian artillery, the Ukrainian national guard troops imposed sufficient delay on the Russians to allow deployment of additional Ukrainian units to defend the airfield.
The Russian air land operation was cancelled, and the Russians instead conducted a ground advance south from Belarus to seize the airfield with several mechanised Battalion Tactical Groups. While the Ukrainians eventually withdrew from the airfield on 25 February, their actions on 24 February prevented the Russian coup de main on Kyiv. This set the operational conditions for the eventual defeat of the Russian invasion in northern Ukraine.
#russian #russia #military #miltok #militarytiktok #callsign_alaska #ukranianspecialforces #ukrainearmy #ka52alligator #mi24hind #hostomelairport #viral #like #fyp #fypage #vrialvideo #militarytiktok #deployed #fyppppppppppppppppppppppp",2) Inclined towards Russia,2138,143,32,,1. Baffled how they fucked up so hard and lost the battle of hostomel 2. Most of these guys are dead now 😂 and what for. Literally retreated from the area later 3. thank God i was born in the USA 4.  this couldve been me. on either side. 5. That helicopter also got shot down 6.  and they had to land 7.  and I’m pretty sure they didn’t get captured 8. russia went from quick war to now accepting its going to be a long one and ukraine should do the same,"1) Neutral Sentiment
2) Neutral Sentiment
3) Neutral Sentiment
4) Neutral Sentiment
5) Inclined towards Ukraine
6) Neutral Sentiment
7) Neutral Sentiment
8) Inclined towards Ukraine",,,
#UkraineWillWin,7113217231303101697,2022-6-25,@gnooq1379,Ukraine,한국에서 우크라이나를 응원합니다.🇺🇦❤️❤️💪🏻,1) Inclined towards Ukraine,79600,6359,981,,1. bro ur dreaming💀💀💀💀💀 2. Poutine right now:😔⛓️🥀🥀😿😿⚫😢 3. future is.. UKRAINE WIN THE WAR!!! 4.  Thank you for your support 🇺🇦💛💙🥰 5. сделал больше чем нато 6.  лучшийukraine vay tiền,"1) Unrelated/Cannot infer sentiment towards war
2) Inclined towards Russia
3) Inclined towards Ukraine
4) Inclined towards Ukraine
5) Unrelated/Cannot infer sentiment towards war
6) Inclined towards Ukraine",5. сделал больше чем нато 6.  лучшийukraine vay tiền,"5) Unrelated/Cannot infer sentiment towards war
6) Inclined towards Ukraine",
#UkraineWillWin,7270894414942326049,2023-8-24,@earthsupportsyouukraine,Ukraine,The 🇺🇦Ukrainian military in an original way shot down a 🇷🇺Russian quadcopter that came under the influence of radio-electronic warfare#slavaukraine #ukrainewillwin #war #russiainvadesukraine #russiaterorriststate🇷🇺 #soldier#fightforland #fightforlife #peacefromukraine #zsu #heros #🇺🇦,"Inclined towards Russia
",294400,2765,35700,,1. so thats the biological weapons they have been talking about 2. that's the anti air branch 3. general..we are getting attacked by their whole branch !! 4. modern problems require dawn of man solutions. 5. The strong Ukraine millitary equipment. 6. improvised anti drone weapon,"1) Inclined towards Russia 
2) Inclined towards Ukraine 
3) Inclined towards Ukraine 
4) Inclined towards Peace 
5) Inclined towards Ukraine 
6) Inclined towards Ukraine",,,
#UkraineWillWin,7251623192182279425,2023-7-3,@soldierukrainewin,Ukraine,🇺🇦❤️🥺#army #soldier #ukraine #ykpaïha🇺🇦 #strong #viral #cool #fakesituation⚠️ #fakegun⚠️ #fakewar⚠️ #fyp,Inclined towards Ukraine,220400,2949,2214,,"1. i am so sorry stay safe the war will be over soon 2. Rip soldiers be with are gods😇🫡🇺🇦🇺🇦🇺🇦 3. So pls don’t die for we and you’re family pls😭 4. Keep fighting, keep fighting🥹🥹❤️‍🩹 5. PLEASE PUT YOUR HAT ON. STAY SAFE N OUT OF SIGHT AIM WELL STAY ALIVE YOU ARE LOVED N RESPECTED SLAVA UKRAINE N ALL HELPERS 🇺🇦🇬🇧🌎♥️♥️🙏🏼🙏🏼💪💪","1) Inclined towards Ukraine
2) Inclined towards Ukraine
3) Inclined towards Ukraine
4) Inclined towards Ukraine
5) Inclined towards Ukraine",,,
#UkraineWillWin,7218326880460623146,2023-4-4,@augustlapine,Ukraine,The reason 🇺🇦 is winning #animatedmap #educational #journalism,Inclined towards Ukraine,7174,136,139,,1. Ukraine isn’t doing well bro 2. Those things mean nothing bruh 3. they not losing its a 1vs51 russia us fithing nato it self and still winning 4. Russia will look completely different in some years. Interesting times to come on the world scenery. The EU will paradoxically get stronger out of the 5. Haven't seen a single one of these guys in a single combat footage clip 6. No no they’re just adhering to a very old rule 7.  one America failed to abide by during the Vietnam war: You don’t draft the urban middle class.,"1) Inclined towards Ukraine
2) Unrelated/Cannot infer sentiment towards war
3) Inclined towards Russia
4) Inclined towards Peace
5) Unrelated/Cannot infer sentiment towards war
6) Neutral Sentiment
7) Inclined towards Peace",,,
#UkraineWillWin,7207472950939798810,2023-3-6,@petualang_z,Ukraine,Russian Troops In Ukraine #war #virallll,Inclined towards Ukraine,122100,8524,3998,,"1. Putin is choosing quantity over quality 2.  No match for Nato weapons. Museum things.... Vaz/Lada VS Mercedes. Tin-cans VS Javalin 😁😂 3. This was before russians entered Ukraine. Now these tanks are crab. 4. long live Ukraine 🥰 5. Greatest army ever 6. that was over a year ago 98% of equipment in this video doesn't exist anymore 😳

","1) Inclined towards Russia
2) Inclined towards Russia
3) Inclined towards Ukraine
4) Inclined towards Ukraine
5) Inclined towards Russia
6) Inclined towards Russia",,,
#UkraineWillWin,7121340264785906949,2022-7-17,@yashokk,Ukraine,#stopwar #ukraine #pleasestop,Inclined towards Peace,959200,19000,5487,,1. some of the people are so immature in this comment section. it's sad what goes on in ukraine everyday. stay strong guys. 💙💛 2. It’s getting worse I really hope Ukraine will win 3.  and I am so sorry for all the people who lost their homes and even family Слава Україна 🇺🇦 4. But the question is 5.  have you seen Palestine as more important than you? 6. I surport Ukraine but this is funny 7. So sorry for you ik it hurts a lot be what matters is you to be safe 8. Peaople looking at Ukraine forgetting what is happening to 🇵🇸,"1) Inclined towards Ukraine 
2) Inclined towards Ukraine 
3) Inclined towards Ukraine 
4) Neutral Sentiment 
5) Unrelated/Cannot infer sentiment towards war 
6) Inclined towards Ukraine 
7) Inclined towards Ukraine 
8) Inclined towards Ukraine",3. and I am so sorry for all the people who lost their homes and even family Слава Україна 🇺🇦,3) Inclined towards Ukraine,
#StopWarInUkraine,7137644238057082118,2022-8-30,@valerisssh,Ukraine,Just a reminder about my home🇺🇦 #ukraine #russiastopthewar,Inclined towards Ukraine,6300000,56400,23000,,1. Yall r sick this is a video about war in ukraine not anywhere else its not a competition if a different war came up youd shift ur attention to that 2. Everyone stopped paying attention. Pray for Ukraine 3. the fact that it's been months and I don't hear nothing anymore. 4. I think about Ukraine sometimes. The way the world just moved onto the next. I hope you and your fam are healing ❤️‍🩹 5. And yet there are people who still think there is no war.... 6. I have no doubt Ukraine will be the leading Country in the region. Militarily and economically. Hang in there 💙 7.  I hope that everyone and you and family stay safe 🙏🏻 💓 🇺🇦🇺🇦🇺🇦,"1) Inclined towards Ukraine
2) Inclined towards Peace
3) Neutral Sentiment
4) Inclined towards Ukraine
5) Inclined towards Ukraine
6) Inclined towards Ukraine
7) Inclined towards Ukraine",,,
#StopWarInUkraine,7325142689547144480,2024-1-17,@visit_ukraine/,Ukraine,#українськийконтент #ukraine #українськийтікток #україна🇺🇦 #visitukraine #ukrainewar #ukrainetiktok #russiaisaterroristate #stopwarinukraine #ukrainewar,Inclined towards Ukraine,40200,1096,1425,,1. facts 2. truth 💯💙💛💙💛 3. boost!! 4. Слава кожному герою та героїні 5.  що боронять нашу країну... 6. ах 7.  моя польські однокласники обожнюють руську естетику🤭 8. Боже 9. як я їх ненавиджу 😭😭😭 10. не забудемо і не пробачимо,"1) Inclined towards Ukraine
2) Inclined towards Ukraine
3) Neutral Sentiment
4) Inclined towards Ukraine
5) Inclined towards Ukraine
6) Neutral Sentiment
7) Inclined towards Russia
8) Neutral Sentiment
9) Inclined towards Russia
10) Inclined towards Ukraine",4. Слава кожному герою та героїні 5. що боронять нашу країну... 6. ах 7. моя польські однокласники обожнюють руську естетику🤭 8. Боже 9. як я їх ненавиджу 😭😭😭 10. не забудемо і не пробачимо,4) Inclined towards Ukraine 5) Inclined towards Ukraine 6) Neutral Sentiment 7) Inclined towards Russia 8) Neutral Sentiment 9) Inclined towards Russia 10) Inclined towards Ukraine,
#StopWarInUkraine,7243883383841950981,2023-6-12,@military.ua9,Ukraine,#путінхуйло🇺🇦 #ukraine🇺🇦 #war #kyiv #київ,Inclined towards Ukraine,746900,10700,14400,,1. I get the creepiest goosebumps when I hear a siren 2. i dont/didnt even live in Ukraine but those sirens make feel uncomfortable.. 3. at my birthday :( 4. Wow it’s already that long ago😳 feels like it began last week 5. it's been a year now 😭 6. Imagine you wake up to a siren just to realize youll be in a war that wont end,"1) Neutral Sentiment
2) Neutral Sentiment
3) Neutral Sentiment
4) Neutral Sentiment
5) Inclined towards Peace
6) Inclined towards Ukraine",,,
#StopWarInUkraine,7111322659358592262,2022-6-20,@jezusmariia,Ukraine,Feb 24 #war #stopwarinukraine,4) Inclined towards Peace,5300000,18800,23100,,1. I am so sorry for this !🥺🥺🥺 2. So unreal… and people in Canada want to protest because of masks.. heart breaking. So sorry 3. this is so sad 4.  europe prays for ukraine!❤️ 5. How is it now? They stopped really showing what's happening. 6. nobody deserves this. from one moment to another your life changes forever 7. freedoom for everyone russia or urkaina or Palästina WE ARE THE SAME 8. We are complaining about gas prices but I can’t imagine what you’re going through. Pray for Ukraine 🇺🇦 ❤️,"1) Neutral Sentiment
2) Neutral Sentiment
3) Neutral Sentiment
4) Inclined towards Ukraine
5) Neutral Sentiment
6) Neutral Sentiment
7) Inclined towards Peace
8) Inclined towards Ukraine",,,
#RussianMobilization,7152237813721992494,2022-10-8,@prestonstew,Ukraine,"Overall size of the Russian mobilization. 300,000 has been thrown out there but there are rumors of one million being the goal.",Inclined towards Russia,11800,199,19,,1. The real question is their will to fight so far it doesn’t seem like they’re interested in fighting 2. Nice Video mate! You're the most unbiased account in this app so far! 3. It’s a huge number of the draftable soldiers 4.  and will be very difficult to supply 5.  and to economically replace. 6. I doubt that they have the weapons to arm them atm 7.  certainly won’t have the winter clothing! 8. The regular army didn’t even want to fight. The “mobilized” army will be instant surrenders. 9. Question: can Russia support and run supply chains to support the mobilization? From watching the reports it seems like no. What do you think? 10. Before the war we we told Russia had over 1 million troops. So why are they calling up the reserves,"1) Neutral Sentiment
2) Neutral Sentiment
3) Inclined towards Ukraine
4) Inclined towards Peace
5) Inclined towards Peace
6) Inclined towards Ukraine
7) Neutral Sentiment
8) Inclined towards Ukraine
9) Inclined towards Russia
10) Inclined towards Russia",,,
#RussianMobilization,7197891535785037102,2023-2-8,@prestonstew,Ukraine,Signs of a Russian offensive,2) Inclined towards Russia,89300,2622,602,,"1. ""North Vietnam won't win"" 2. (South Vietnam capitulates) ""The Taliban are losing""(The taliban win after 20 years) ""Russia is losing""...... 3. if ukraine is winning why are we sending stuff to ukraine? 4. These Abram tanks and leopard two tanks aren’t gonna do anything they will all be destroyed within a week. 5. another defeat for Russia. 6. #4 you should always say that to increase readiness and pressure you allies to hurry up 7. why do we announce what equipment we're sending to them 🤔 wouldn't it be better if we didn't?","1) Inclined towards Russia
2) Inclined towards Russia
3) Inclined towards Ukraine
4) Unrelated/Cannot infer sentiment towards war
5) Inclined towards Russia
6) Inclined towards Peace
7) Neutral Sentiment",,,
#RussianMobilization,7213475782801345793,2023-3-22,@globalreservecoin,Ukraine,#kyiv #lugansk🇷🇺 #force #russia #troops #mobilisation,Inclined towards Russia,7417,528,265,,1. but Ukraine is winning on cnn 🥰😁 2. So where is all that money gone I wonder 3. This is because of their leader's love for Dollars he doesn't mind about their lives. 4. Russia 🇷🇺 5. RT very reliable 😂 6. Is this the launch of the new Russian navy flagship after the sinking of the Moskova? 7. is that boat from 1955 as well? 😂😂😂😂😂😂😂 8. Munitions ? Why are Ukrainians so under funded ? Food and equipment ?,"1) Inclined towards Ukraine
2) Neutral Sentiment
3) Inclined towards Ukraine
4) Inclined towards Russia
5) Unrelated/Cannot infer sentiment towards war
6) Inclined towards Russia
7) Neutral Sentiment
8) Inclined towards Ukraine",,,
#StandwithRussia,7255045235431034139,2023-7-12,@sigmagod80,Ukraine,What did bro do #viral #viralvideo #4upage #police #mafia #russia #sigma #coldmoments,2) Inclined towards Russia,78700,290,309,,1. wait is that the Russian mafia? 2. I might be blind but is one of those guys with OMON? 3. He passed and brake checked the red van. 4. It's not mafia 5.  it's secret police and other police like ОМОН 6. how many damn people got out of that one suv??? 7. Bro it’s not the mafia of better is OMOH 8. That’s corruption 😭 9. There are no Mafia 10.  thats the ОМОН (OMON) Its a Russian Special forces like SWAT or TEK.,"
1) Inclined towards Russia
2) Inclined towards Russia
3) Unrelated/Cannot infer sentiment towards war
4) Neutral Sentiment
5) Inclined towards Russia
6) Unrelated/Cannot infer sentiment towards war
7) Inclined towards Russia
8) Unrelated/Cannot infer sentiment towards war
9) Inclined towards Russia
10) Inclined towards Russia",,,
#StandwithRussia,7079070691324120347,2022-3-25,@nobodyisugly_,Ukraine,Thanks to Indonesian🇮🇩 #usapropaganda #indonesia🇮🇩 #indonesiansupportrussia #russia🇷🇺 #standwithrussia #vladmirputin,Inclined towards Russia,50900,9965,642,,1. Puck Futin 2. shame on Russia people 3. Slava Ukraine 🇺🇦 4. I didn't know Indonesia support innocent civilians killing. Shame on you! 5. RUSIA is the best.. 6. Don't mention it.. We both Indonesia and Russia are brother... ✨ 7. 🇺🇸🤝🇺🇦🦾🦾😤😤,"1) Inclined towards Russia
2) Inclined towards Ukraine
3) Unrelated/Cannot infer sentiment towards war
4) Inclined towards Peace
5) Inclined towards Russia
6) Inclined towards Russia
7) Inclined towards Peace",,,
#StandwithRussia,7261640581779066158,2023-7-30,@bal.d.backup,Ukraine,#africa #russia #china #india #usa #europe,Neutral Sentiment,326500,19900,38000,,1. Ahhh so this is why UFOs are real now 2. it's about damn time 3. I can bet my last cent Gaddafi is smiling in his grave this was his dream to see Africa United standing together now the Western are worried 4. The US has NO clue they’re already DONE 5. I think the US and Europe better think twice.. being greedy got them in this situation. 6. he dream of Gaddafi isn't dead 7. makes sense africa is tired of what the usa did 8. It’s time to be free 🫡 9. Please Lord protect Africa🙏♥️❣️,"1) Unrelated/Cannot infer sentiment towards war
2) Neutral Sentiment
3) Inclined towards Russia
4) Inclined towards Russia
5) Inclined towards Russia
6) Inclined towards Russia
7) Inclined towards Russia
8) Inclined towards Peace
9) Inclined towards Peace",,,
#WarZone,7268566007214591237,2023-8-18,@jonasz4you7,Ukraine,Para petarung digaris depan menyapa anda dengan penuh semangat.🤙#army #warzone #tiktok #pmcwagnerrussia #fyp #wararchivez #war #specialforces #russian #military #rusia,2) Inclined towards Russia,124800,2207,1486,,1. Chlapi Respect 💪 ❤️Z 🙏 2. @~A:🤎 are kaka to key chit awe?? 3. slava russia 🇷🇺 4. Киров 😏 5. I know which ones play COD 6. love rushian soldiers. 7. Киров 🥰,"1) Neutral Sentiment
2) Unrelated/Cannot infer sentiment towards war
3) Inclined towards Russia
4) Unrelated/Cannot infer sentiment towards war
5) Inclined towards Russia
6) Inclined towards Russia
7) Inclined towards Russia",2. @~A:🤎 are kaka to key chit awe?? 3. slava russia 🇷🇺 4. Киров 😏 7. Киров 🥰,"2) Unrelated/Cannot infer sentiment towards war
3) Inclined towards Russia
4) Unrelated/Cannot infer sentiment towards war
7) Inclined towards Russia",
#Ukraine #Russia,7249013915269598465,2023-6-26,@lastnight9999,Ukraine,smile #fyp #ukraine #russia🇷🇺 #tiktok #uk #men,1) Inclined towards Ukraine,900000,9177,15600,,1. I see him more than my family 2. I see this guy more than my dad 3. Sniper: what is love💀 4. i just saw this from above 5. 😳💓 6. #russia🇷🇺 7. guys it is airsoft,"1) Neutral Sentiment
2) Neutral Sentiment
3) Neutral Sentiment
4) Neutral Sentiment
5) Neutral Sentiment
6) Inclined towards Russia
7) Neutral Sentiment",,,
#UkraineAttack,7241179341424430363,2023-6-5,@thesun,Ukraine,Russian TV was hacked with a video taunting Putin over the start of Ukraine’s counter-strike amid claims the long-awaited attack has begun 🎥: East2West #fyp #russia #ukraine #vladimirputin #putin #zelensky #news #worldnews #foryoupage,Inclined towards Ukraine,1100000,11300,81200,,1. NATO giving them money to make trailers now? 2. The 3rd one is Ryan Gosling 3. there will be no announcement about the start... puts it on all their tv screens 🤦 4. omg it's the walking dead season 10 promo!!! 5. such a buildup for such a flop 6. And now they’re all withdrawn 😂😂😂 7. How did that turn out for them ? 😅,"1) Neutral Sentiment
2) Neutral Sentiment
3) Inclined towards Ukraine
4) Neutral Sentiment
5) Neutral Sentiment
6) Neutral Sentiment
7) Inclined towards Russia",,,
#UkraineAttack,7155492013910314286,2022-10-17,@cbsmornings,Ukraine,"Waves of “suicide drone” attacks struck Kyiv and other Ukrainian cities, reportedly killing several people — as Russia continues denying that it’s targeting civilians. #news #ukraine #ukraine🇺🇦 #ukrainewar #kyiv",Inclined towards Ukraine,725,16,26,,1. Ukraine is using civilians as human shields 2. TikToks censorship limits views likes and comments. Thank you for sharing the news.. We love you🥰🥰🥰 TikTok is soon to get a tune up 3. Look up what nato and America PURPOSEFULLY targeted when it attacked Serbia. End Nato or we end Europe and continue on to America 4. Murderers. May invaders suffer eternal torment. 5. black sheep management 😅 6. 😂😂🤣🤣 Let’s go Russia fuck Ukraine 7. The king is he can do everything he wants,"1) Inclined towards Russia  
2) Neutral Sentiment  
3) Neutral Sentiment  
4) Inclined towards Ukraine  
5) Unrelated/Cannot infer sentiment towards war  
6) Inclined towards Russia  
7) Neutral Sentiment",,,
